MV1_DATE,TERM,Mid_Market_Rate
1/26/22,2M,0.102
1/26/22,3M,0.176
1/26/22,4M,0.245
1/26/22,5M,0.3
1/26/22,6M,0.359
1/26/22,9M,0.512
1/26/22,1Y,0.651
1/26/22,18M,0.873
1/26/22,2Y,1.051
1/26/22,3Y,1.275
1/26/22,5Y,1.485
1/26/22,10Y,1.653
1/26/22,20Y,1.773
1/26/22,30Y,1.718
1/25/22,ON,0.05
1/25/22,1W,0.061
1/25/22,2W,0.059
1/25/22,3W,0.059
1/25/22,1M,0.058
1/25/22,2M,0.104
1/25/22,3M,0.172
1/25/22,4M,0.229
1/25/22,5M,0.285
1/25/22,6M,0.341
1/25/22,9M,0.48
1/25/22,1Y,0.602
1/25/22,18M,0.81
1/25/22,2Y,0.982
1/25/22,3Y,1.195
1/25/22,5Y,1.399
1/25/22,10Y,1.584
1/25/22,20Y,1.717
1/25/22,30Y,1.677
1/24/22,ON,0.04
1/24/22,1W,0.058
1/24/22,2W,0.058
1/24/22,3W,0.058
1/24/22,1M,0.058
1/24/22,2M,0.098
1/24/22,3M,0.159
1/24/22,4M,0.213
1/24/22,5M,0.266
1/24/22,6M,0.316
1/24/22,9M,0.447
1/24/22,1Y,0.564
1/24/22,18M,0.767
1/24/22,2Y,0.935
1/24/22,3Y,1.152
1/24/22,5Y,1.35
1/24/22,10Y,1.533
1/24/22,20Y,1.663
1/24/22,30Y,1.63
1/21/22,ON,0.05
1/21/22,1W,0.057
1/21/22,2W,0.057
1/21/22,3W,0.057
1/21/22,1M,0.057
1/21/22,2M,0.092
1/21/22,3M,0.163
1/21/22,4M,0.218
1/21/22,5M,0.275
1/21/22,6M,0.325
1/21/22,9M,0.462
1/21/22,1Y,0.586
1/21/22,18M,0.806
1/21/22,2Y,0.986
1/21/22,3Y,1.209
1/21/22,5Y,1.393
1/21/22,10Y,1.549
1/21/22,20Y,1.665
1/21/22,30Y,1.616
1/20/22,ON,0.04
1/20/22,1W,0.054
1/20/22,2W,0.058
1/20/22,3W,0.06
1/20/22,1M,0.061
1/20/22,2M,0.093
1/20/22,3M,0.172
1/20/22,4M,0.227
1/20/22,5M,0.283
1/20/22,6M,0.343
1/20/22,9M,0.488
1/20/22,1Y,0.621
1/20/22,18M,0.855
1/20/22,2Y,1.045
1/20/22,3Y,1.274
1/20/22,5Y,1.459
1/20/22,10Y,1.625
1/20/22,20Y,1.737
1/20/22,30Y,1.685
1/19/22,ON,0.05
1/19/22,1W,0.048
1/19/22,2W,0.055
1/19/22,3W,0.058
1/19/22,1M,0.059
1/19/22,2M,0.079
1/19/22,3M,0.161
1/19/22,4M,0.221
1/19/22,5M,0.269
1/19/22,6M,0.326
1/19/22,9M,0.465
1/19/22,1Y,0.594
1/19/22,18M,0.819
1/19/22,2Y,1.011
1/19/22,3Y,1.248
1/19/22,5Y,1.45
1/19/22,10Y,1.618
1/19/22,20Y,1.727
1/19/22,30Y,1.671
1/18/22,ON,0.05
1/18/22,1W,0.048
1/18/22,2W,0.054
1/18/22,3W,0.056
1/18/22,1M,0.058
1/18/22,2M,0.073
1/18/22,3M,0.155
1/18/22,4M,0.211
1/18/22,5M,0.267
1/18/22,6M,0.324
1/18/22,9M,0.47
1/18/22,1Y,0.597
1/18/22,18M,0.832
1/18/22,2Y,1.032
1/18/22,3Y,1.278
1/18/22,5Y,1.489
1/18/22,10Y,1.663
1/18/22,20Y,1.777
1/18/22,30Y,1.726
1/17/22,ON,0.05
1/17/22,1W,0.047
1/17/22,2W,0.054
1/17/22,3W,0.057
1/17/22,1M,0.059
1/17/22,2M,0.078
1/17/22,3M,0.153
1/17/22,4M,0.205
1/17/22,5M,0.254
1/17/22,6M,0.306
1/17/22,9M,0.441
1/17/22,1Y,0.563
1/17/22,18M,0.793
1/17/22,2Y,0.991
1/17/22,3Y,1.24
1/17/22,5Y,1.363
1/17/22,10Y,1.58
1/17/22,20Y,1.712
1/17/22,30Y,1.668
1/14/22,ON,0.05
1/14/22,1W,0.05
1/14/22,2W,0.053
1/14/22,3W,0.055
1/14/22,1M,0.056
1/14/22,2M,0.071
1/14/22,3M,0.141
1/14/22,4M,0.19
1/14/22,5M,0.239
1/14/22,6M,0.289
1/14/22,9M,0.42
1/14/22,1Y,0.538
1/14/22,18M,0.763
1/14/22,2Y,0.958
1/14/22,3Y,1.199
1/14/22,5Y,1.389
1/14/22,10Y,1.569
1/14/22,20Y,1.703
1/14/22,30Y,1.66
1/13/22,ON,0.05
1/13/22,1W,0.05
1/13/22,2W,0.053
1/13/22,3W,0.054
1/13/22,1M,0.055
1/13/22,2M,0.061
1/13/22,3M,0.133
1/13/22,4M,0.178
1/13/22,5M,0.225
1/13/22,6M,0.27
1/13/22,9M,0.391
1/13/22,1Y,0.5
1/13/22,18M,0.71
1/13/22,2Y,0.891
1/13/22,3Y,1.121
1/13/22,5Y,1.315
1/13/22,10Y,1.504
1/13/22,20Y,1.648
1/13/22,30Y,1.608
1/12/22,ON,0.05
1/12/22,1W,0.05
1/12/22,2W,0.051
1/12/22,3W,0.053
1/12/22,1M,0.054
1/12/22,2M,0.055
1/12/22,3M,0.121
1/12/22,4M,0.168
1/12/22,5M,0.206
1/12/22,6M,0.256
1/12/22,9M,0.376
1/12/22,1Y,0.49
1/12/22,18M,0.699
1/12/22,2Y,0.889
1/12/22,3Y,1.129
1/12/22,5Y,1.325
1/12/22,10Y,1.517
1/12/22,20Y,1.663
1/12/22,30Y,1.629
1/11/22,ON,0.05
1/11/22,1W,0.048
1/11/22,2W,0.048
1/11/22,3W,0.053
1/11/22,1M,0.056
1/11/22,2M,0.058
1/11/22,3M,0.117
1/11/22,4M,0.158
1/11/22,5M,0.2
1/11/22,6M,0.248
1/11/22,9M,0.368
1/11/22,1Y,0.478
1/11/22,18M,0.691
1/11/22,2Y,0.886
1/11/22,3Y,1.139
1/11/22,5Y,1.349
1/11/22,10Y,1.55
1/11/22,20Y,1.682
1/11/22,30Y,1.645
1/10/22,ON,0.05
1/10/22,1W,0.05
1/10/22,2W,0.05
1/10/22,3W,0.057
1/10/22,1M,0.062
1/10/22,2M,0.065
1/10/22,3M,0.121
1/10/22,4M,0.161
1/10/22,5M,0.203
1/10/22,6M,0.249
1/10/22,9M,0.368
1/10/22,1Y,0.478
1/10/22,18M,0.696
1/10/22,2Y,0.895
1/10/22,3Y,1.162
1/10/22,5Y,1.386
1/10/22,10Y,1.583
1/10/22,20Y,1.715
1/10/22,30Y,1.666
1/7/22,ON,0.05
1/7/22,1W,0.047
1/7/22,2W,0.047
1/7/22,3W,0.052
1/7/22,1M,0.057
1/7/22,2M,0.062
1/7/22,3M,0.114
1/7/22,4M,0.153
1/7/22,5M,0.194
1/7/22,6M,0.236
1/7/22,9M,0.349
1/7/22,1Y,0.455
1/7/22,18M,0.664
1/7/22,2Y,0.857
1/7/22,3Y,1.121
1/7/22,5Y,1.347
1/7/22,10Y,1.567
1/7/22,20Y,1.71
1/7/22,30Y,1.67
1/6/22,ON,0.05
1/6/22,1W,0.052
1/6/22,2W,0.052
1/6/22,3W,0.055
1/6/22,1M,0.059
1/6/22,2M,0.062
1/6/22,3M,0.116
1/6/22,4M,0.153
1/6/22,5M,0.196
1/6/22,6M,0.244
1/6/22,9M,0.365
1/6/22,1Y,0.473
1/6/22,18M,0.679
1/6/22,2Y,0.863
1/6/22,3Y,1.102
1/6/22,5Y,1.322
1/6/22,10Y,1.535
1/6/22,20Y,1.685
1/6/22,30Y,1.648
1/5/22,ON,0.05
1/5/22,1W,0.05
1/5/22,2W,0.05
1/5/22,3W,0.05
1/5/22,1M,0.053
1/5/22,2M,0.054
1/5/22,3M,0.099
1/5/22,4M,0.14
1/5/22,5M,0.18
1/5/22,6M,0.222
1/5/22,9M,0.335
1/5/22,1Y,0.441
1/5/22,18M,0.638
1/5/22,2Y,0.819
1/5/22,3Y,1.053
1/5/22,5Y,1.27
1/5/22,10Y,1.492
1/5/22,20Y,1.655
1/5/22,30Y,1.617
1/4/22,ON,0.05
1/4/22,1W,0.05
1/4/22,2W,0.05
1/4/22,3W,0.05
1/4/22,1M,0.053
1/4/22,2M,0.055
1/4/22,3M,0.09
1/4/22,4M,0.122
1/4/22,5M,0.16
1/4/22,6M,0.198
1/4/22,9M,0.3
1/4/22,1Y,0.396
1/4/22,18M,0.583
1/4/22,2Y,0.757
1/4/22,3Y,0.991
1/4/22,5Y,1.217
1/4/22,10Y,1.454
1/4/22,20Y,1.626
1/4/22,30Y,1.596
1/3/22,ON,0.05
1/3/22,1W,0.049
1/3/22,2W,0.049
1/3/22,3W,0.049
1/3/22,1M,0.053
1/3/22,2M,0.058
1/3/22,3M,0.092
1/3/22,4M,0.123
1/3/22,5M,0.165
1/3/22,6M,0.203
1/3/22,9M,0.31
1/3/22,1Y,0.409
1/3/22,18M,0.6
1/3/22,2Y,0.774
1/3/22,3Y,1.002
1/3/22,5Y,1.212
1/3/22,10Y,1.424
1/3/22,20Y,1.582
1/3/22,30Y,1.553
12/31/21,ON,0.05
12/31/21,1W,0.051
12/31/21,2W,0.051
12/31/21,3W,0.051
12/31/21,1M,0.054
12/31/21,2M,0.058
12/31/21,3M,0.089
12/31/21,4M,0.12
12/31/21,5M,0.158
12/31/21,6M,0.194
12/31/21,9M,0.299
12/31/21,1Y,0.398
12/31/21,18M,0.582
12/31/21,2Y,0.742
12/31/21,3Y,0.95
12/31/21,5Y,1.124
12/31/21,10Y,1.319
12/31/21,20Y,1.491
12/31/21,30Y,1.461
12/30/21,ON,0.05
12/30/21,1W,0.051
12/30/21,2W,0.051
12/30/21,3W,0.051
12/30/21,1M,0.053
12/30/21,2M,0.058
12/30/21,3M,0.09
12/30/21,4M,0.12
12/30/21,5M,0.156
12/30/21,6M,0.195
12/30/21,9M,0.297
12/30/21,1Y,0.394
12/30/21,18M,0.574
12/30/21,2Y,0.735
12/30/21,3Y,0.943
12/30/21,5Y,1.126
12/30/21,10Y,1.319
12/30/21,20Y,1.499
12/30/21,30Y,1.472
12/29/21,ON,0.05
12/29/21,1W,0.046
12/29/21,2W,0.048
12/29/21,3W,0.049
12/29/21,1M,0.051
12/29/21,2M,0.057
12/29/21,3M,0.084
12/29/21,4M,0.119
12/29/21,5M,0.157
12/29/21,6M,0.194
12/29/21,9M,0.301
12/29/21,1Y,0.399
12/29/21,18M,0.583
12/29/21,2Y,0.744
12/29/21,3Y,0.955
12/29/21,5Y,1.142
12/29/21,10Y,1.354
12/29/21,20Y,1.54
12/29/21,30Y,1.517
12/28/21,ON,0.05
12/28/21,1W,0.047
12/28/21,2W,0.049
12/28/21,3W,0.05
12/28/21,1M,0.051
12/28/21,2M,0.055
12/28/21,3M,0.082
12/28/21,4M,0.118
12/28/21,5M,0.156
12/28/21,6M,0.193
12/28/21,9M,0.301
12/28/21,1Y,0.396
12/28/21,18M,0.577
12/28/21,2Y,0.736
12/28/21,3Y,0.939
12/28/21,5Y,1.102
12/28/21,10Y,1.29
12/28/21,20Y,1.417
12/28/21,30Y,1.344
12/27/21,ON,0.05
12/27/21,1W,0.047
12/27/21,2W,0.049
12/27/21,3W,0.05
12/27/21,1M,0.051
12/27/21,2M,0.054
12/27/21,3M,0.077
12/27/21,4M,0.114
12/27/21,5M,0.152
12/27/21,6M,0.187
12/27/21,9M,0.293
12/27/21,1Y,0.389
12/27/21,18M,0.574
12/27/21,2Y,0.739
12/27/21,3Y,0.95
12/27/21,5Y,1.106
12/27/21,10Y,1.29
12/27/21,20Y,1.469
12/27/21,30Y,1.447
12/24/21,ON,0.05
12/24/21,1W,0.046
12/24/21,2W,0.048
12/24/21,3W,0.049
12/24/21,1M,0.05
12/24/21,2M,0.056
12/24/21,3M,0.077
12/24/21,4M,0.112
12/24/21,5M,0.147
12/24/21,6M,0.178
12/24/21,9M,0.281
12/24/21,1Y,0.376
12/24/21,18M,0.56
12/24/21,2Y,0.725
12/24/21,3Y,0.938
12/24/21,5Y,1.106
12/24/21,10Y,1.306
12/24/21,20Y,1.488
12/24/21,30Y,1.47
12/23/21,ON,0.05
12/23/21,1W,0.046
12/23/21,2W,0.048
12/23/21,3W,0.049
12/23/21,1M,0.05
12/23/21,2M,0.056
12/23/21,3M,0.077
12/23/21,4M,0.112
12/23/21,5M,0.147
12/23/21,6M,0.178
12/23/21,9M,0.281
12/23/21,1Y,0.376
12/23/21,18M,0.56
12/23/21,2Y,0.725
12/23/21,3Y,0.937
12/23/21,5Y,1.106
12/23/21,10Y,1.306
12/23/21,20Y,1.488
12/23/21,30Y,1.47
12/22/21,ON,0.05
12/22/21,1W,0.046
12/22/21,2W,0.048
12/22/21,3W,0.049
12/22/21,1M,0.05
12/22/21,2M,0.056
12/22/21,3M,0.075
12/22/21,4M,0.107
12/22/21,5M,0.138
12/22/21,6M,0.17
12/22/21,9M,0.268
12/22/21,1Y,0.358
12/22/21,18M,0.536
12/22/21,2Y,0.699
12/22/21,3Y,0.909
12/22/21,5Y,1.085
12/22/21,10Y,1.282
12/22/21,20Y,1.465
12/22/21,30Y,1.444
12/21/21,ON,0.05
12/21/21,1W,0.047
12/21/21,2W,0.048
12/21/21,3W,0.049
12/21/21,1M,0.05
12/21/21,2M,0.055
12/21/21,3M,0.066
12/21/21,4M,0.102
12/21/21,5M,0.129
12/21/21,6M,0.159
12/21/21,9M,0.257
12/21/21,1Y,0.348
12/21/21,18M,0.527
12/21/21,2Y,0.695
12/21/21,3Y,0.911
12/21/21,5Y,1.092
12/21/21,10Y,1.299
12/21/21,20Y,1.476
12/21/21,30Y,1.448
12/20/21,ON,0.04
12/20/21,1W,0.054
12/20/21,2W,0.053
12/20/21,3W,0.052
12/20/21,1M,0.052
12/20/21,2M,0.056
12/20/21,3M,0.065
12/20/21,4M,0.096
12/20/21,5M,0.124
12/20/21,6M,0.151
12/20/21,9M,0.243
12/20/21,1Y,0.328
12/20/21,18M,0.494
12/20/21,2Y,0.65
12/20/21,3Y,0.859
12/20/21,5Y,1.021
12/20/21,10Y,1.221
12/20/21,20Y,1.405
12/20/21,30Y,1.39
12/17/21,ON,0.05
12/17/21,1W,0.054
12/17/21,2W,0.053
12/17/21,3W,0.052
12/17/21,1M,0.052
12/17/21,2M,0.056
12/17/21,3M,0.064
12/17/21,4M,0.097
12/17/21,5M,0.127
12/17/21,6M,0.153
12/17/21,9M,0.248
12/17/21,1Y,0.336
12/17/21,18M,0.51
12/17/21,2Y,0.667
12/17/21,3Y,0.873
12/17/21,5Y,1.02
12/17/21,10Y,1.201
12/17/21,20Y,1.378
12/17/21,30Y,1.357
12/16/21,ON,0.05
12/16/21,1W,0.053
12/16/21,2W,0.054
12/16/21,3W,0.055
12/16/21,1M,0.056
12/16/21,2M,0.058
12/16/21,3M,0.063
12/16/21,4M,0.088
12/16/21,5M,0.112
12/16/21,6M,0.139
12/16/21,9M,0.228
12/16/21,1Y,0.312
12/16/21,18M,0.489
12/16/21,2Y,0.649
12/16/21,3Y,0.854
12/16/21,5Y,1.02
12/16/21,10Y,1.23
12/16/21,20Y,1.418
12/16/21,30Y,1.403
12/15/21,ON,0.05
12/15/21,1W,0.053
12/15/21,2W,0.053
12/15/21,3W,0.053
12/15/21,1M,0.054
12/15/21,2M,0.059
12/15/21,3M,0.061
12/15/21,4M,0.09
12/15/21,5M,0.114
12/15/21,6M,0.141
12/15/21,9M,0.236
12/15/21,1Y,0.328
12/15/21,18M,0.525
12/15/21,2Y,0.7
12/15/21,3Y,0.929
12/15/21,5Y,1.104
12/15/21,10Y,1.276
12/15/21,20Y,1.443
12/15/21,30Y,1.419
12/14/21,ON,0.05
12/14/21,1W,0.057
12/14/21,2W,0.057
12/14/21,3W,0.058
12/14/21,1M,0.059
12/14/21,2M,0.064
12/14/21,3M,0.066
12/14/21,4M,0.086
12/14/21,5M,0.103
12/14/21,6M,0.125
12/14/21,9M,0.206
12/14/21,1Y,0.291
12/14/21,18M,0.485
12/14/21,2Y,0.666
12/14/21,3Y,0.898
12/14/21,5Y,1.085
12/14/21,10Y,1.265
12/14/21,20Y,1.421
12/14/21,30Y,1.391
12/13/21,ON,0.05
12/13/21,1W,0.056
12/13/21,2W,0.057
12/13/21,3W,0.057
12/13/21,1M,0.056
12/13/21,2M,0.06
12/13/21,3M,0.062
12/13/21,4M,0.08
12/13/21,5M,0.097
12/13/21,6M,0.117
12/13/21,9M,0.195
12/13/21,1Y,0.277
12/13/21,18M,0.463
12/13/21,2Y,0.642
12/13/21,3Y,0.878
12/13/21,5Y,1.067
12/13/21,10Y,1.25
12/13/21,20Y,1.409
12/13/21,30Y,1.382
12/10/21,ON,0.05
12/10/21,1W,0.052
12/10/21,2W,0.052
12/10/21,3W,0.052
12/10/21,1M,0.051
12/10/21,2M,0.054
12/10/21,3M,0.056
12/10/21,4M,0.076
12/10/21,5M,0.096
12/10/21,6M,0.117
12/10/21,9M,0.198
12/10/21,1Y,0.283
12/10/21,18M,0.473
12/10/21,2Y,0.66
12/10/21,3Y,0.912
12/10/21,5Y,1.109
12/10/21,10Y,1.315
12/10/21,20Y,1.474
12/10/21,30Y,1.453
12/9/21,ON,0.05
12/9/21,1W,0.054
12/9/21,2W,0.056
12/9/21,3W,0.056
12/9/21,1M,0.054
12/9/21,2M,0.056
12/9/21,3M,0.059
12/9/21,4M,0.078
12/9/21,5M,0.096
12/9/21,6M,0.118
12/9/21,9M,0.199
12/9/21,1Y,0.287
12/9/21,18M,0.487
12/9/21,2Y,0.682
12/9/21,3Y,0.933
12/9/21,5Y,1.115
12/9/21,10Y,1.296
12/9/21,20Y,1.447
12/9/21,30Y,1.416
12/8/21,ON,0.05
12/8/21,1W,0.051
12/8/21,2W,0.055
12/8/21,3W,0.055
12/8/21,1M,0.054
12/8/21,2M,0.056
12/8/21,3M,0.058
12/8/21,4M,0.075
12/8/21,5M,0.091
12/8/21,6M,0.113
12/8/21,9M,0.192
12/8/21,1Y,0.276
12/8/21,18M,0.471
12/8/21,2Y,0.664
12/8/21,3Y,0.923
12/8/21,5Y,1.12
12/8/21,10Y,1.32
12/8/21,20Y,1.465
12/8/21,30Y,1.437
12/7/21,ON,0.05
12/7/21,1W,0.05
12/7/21,2W,0.051
12/7/21,3W,0.052
12/7/21,1M,0.051
12/7/21,2M,0.053
12/7/21,3M,0.056
12/7/21,4M,0.075
12/7/21,5M,0.091
12/7/21,6M,0.116
12/7/21,9M,0.198
12/7/21,1Y,0.286
12/7/21,18M,0.485
12/7/21,2Y,0.686
12/7/21,3Y,0.937
12/7/21,5Y,1.124
12/7/21,10Y,1.312
12/7/21,20Y,1.431
12/7/21,30Y,1.387
12/6/21,ON,0.05
12/6/21,1W,0.05
12/6/21,2W,0.053
12/6/21,3W,0.054
12/6/21,1M,0.054
12/6/21,2M,0.055
12/6/21,3M,0.056
12/6/21,4M,0.07
12/6/21,5M,0.085
12/6/21,6M,0.106
12/6/21,9M,0.179
12/6/21,1Y,0.259
12/6/21,18M,0.449
12/6/21,2Y,0.642
12/6/21,3Y,0.892
12/6/21,5Y,1.076
12/6/21,10Y,1.259
12/6/21,20Y,1.393
12/6/21,30Y,1.351
12/3/21,ON,0.05
12/3/21,1W,0.05
12/3/21,2W,0.051
12/3/21,3W,0.051
12/3/21,1M,0.051
12/3/21,2M,0.053
12/3/21,3M,0.055
12/3/21,4M,0.066
12/3/21,5M,0.078
12/3/21,6M,0.095
12/3/21,9M,0.159
12/3/21,1Y,0.234
12/3/21,18M,0.414
12/3/21,2Y,0.597
12/3/21,3Y,0.831
12/3/21,5Y,0.981
12/3/21,10Y,1.16
12/3/21,20Y,1.295
12/3/21,30Y,1.262
12/2/21,ON,0.05
12/2/21,1W,0.05
12/2/21,2W,0.051
12/2/21,3W,0.051
12/2/21,1M,0.051
12/2/21,2M,0.053
12/2/21,3M,0.055
12/2/21,4M,0.065
12/2/21,5M,0.075
12/2/21,6M,0.096
12/2/21,9M,0.166
12/2/21,1Y,0.247
12/2/21,18M,0.437
12/2/21,2Y,0.628
12/2/21,3Y,0.877
12/2/21,5Y,1.06
12/2/21,10Y,1.252
12/2/21,20Y,1.383
12/2/21,30Y,1.339
12/1/21,ON,0.05
12/1/21,1W,0.05
12/1/21,2W,0.051
12/1/21,3W,0.053
12/1/21,1M,0.054
12/1/21,2M,0.053
12/1/21,3M,0.055
12/1/21,4M,0.063
12/1/21,5M,0.071
12/1/21,6M,0.088
12/1/21,9M,0.149
12/1/21,1Y,0.221
12/1/21,18M,0.396
12/1/21,2Y,0.578
12/1/21,3Y,0.826
12/1/21,5Y,1.016
12/1/21,10Y,1.24
12/1/21,20Y,1.382
12/1/21,30Y,1.346
11/30/21,ON,0.05
11/30/21,1W,0.05
11/30/21,2W,0.05
11/30/21,3W,0.051
11/30/21,1M,0.051
11/30/21,2M,0.052
11/30/21,3M,0.053
11/30/21,4M,0.06
11/30/21,5M,0.068
11/30/21,6M,0.084
11/30/21,9M,0.14
11/30/21,1Y,0.207
11/30/21,18M,0.373
11/30/21,2Y,0.555
11/30/21,3Y,0.807
11/30/21,5Y,1.016
11/30/21,10Y,1.248
11/30/21,20Y,1.399
11/30/21,30Y,1.354
11/29/21,ON,0.05
11/29/21,1W,0.05
11/29/21,2W,0.05
11/29/21,3W,0.051
11/29/21,1M,0.051
11/29/21,2M,0.052
11/29/21,3M,0.053
11/29/21,4M,0.057
11/29/21,5M,0.064
11/29/21,6M,0.076
11/29/21,9M,0.127
11/29/21,1Y,0.19
11/29/21,18M,0.351
11/29/21,2Y,0.53
11/29/21,3Y,0.803
11/29/21,5Y,1.045
11/29/21,10Y,1.314
11/29/21,20Y,1.464
11/29/21,30Y,1.434
11/26/21,ON,0.05
11/26/21,1W,0.013
11/26/21,2W,0.013
11/26/21,3W,0.051
11/26/21,1M,0.052
11/26/21,2M,0.051
11/26/21,3M,0.054
11/26/21,4M,0.058
11/26/21,5M,0.063
11/26/21,6M,0.062
11/26/21,9M,0.105
11/26/21,1Y,0.176
11/26/21,18M,0.338
11/26/21,2Y,0.518
11/26/21,3Y,0.791
11/26/21,5Y,1.018
11/26/21,10Y,1.259
11/26/21,20Y,1.422
11/26/21,30Y,1.4
11/25/21,ON,0.05
11/25/21,1W,0.031
11/25/21,2W,0.031
11/25/21,3W,0.039
11/25/21,1M,0.049
11/25/21,2M,0.053
11/25/21,3M,0.057
11/25/21,4M,0.055
11/25/21,5M,0.067
11/25/21,6M,0.086
11/25/21,9M,0.17
11/25/21,1Y,0.223
11/25/21,18M,0.428
11/25/21,2Y,0.636
11/25/21,3Y,1.038
11/25/21,5Y,1.198
11/25/21,10Y,1.421
11/25/21,20Y,1.565
11/25/21,30Y,1.528
11/24/21,ON,0.05
11/24/21,1W,0.031
11/24/21,2W,0.031
11/24/21,3W,0.039
11/24/21,1M,0.049
11/24/21,2M,0.05
11/24/21,3M,0.053
11/24/21,4M,0.06
11/24/21,5M,0.071
11/24/21,6M,0.092
11/24/21,9M,0.169
11/24/21,1Y,0.257
11/24/21,18M,0.454
11/24/21,2Y,0.658
11/24/21,3Y,0.948
11/24/21,5Y,1.196
11/24/21,10Y,1.429
11/24/21,20Y,1.567
11/24/21,30Y,1.526
11/23/21,ON,0.05
11/23/21,1W,0.035
11/23/21,2W,0.035
11/23/21,3W,0.036
11/23/21,1M,0.045
11/23/21,2M,0.05
11/23/21,3M,0.054
11/23/21,4M,0.06
11/23/21,5M,0.069
11/23/21,6M,0.083
11/23/21,9M,0.149
11/23/21,1Y,0.231
11/23/21,18M,0.417
11/23/21,2Y,0.618
11/23/21,3Y,0.911
11/23/21,5Y,1.181
11/23/21,10Y,1.455
11/23/21,20Y,1.609
11/23/21,30Y,1.58
11/22/21,ON,0.05
11/22/21,1W,0.05
11/22/21,2W,0.05
11/22/21,3W,0.05
11/22/21,1M,0.047
11/22/21,2M,0.049
11/22/21,3M,0.054
11/22/21,4M,0.058
11/22/21,5M,0.067
11/22/21,6M,0.081
11/22/21,9M,0.148
11/22/21,1Y,0.235
11/22/21,18M,0.43
11/22/21,2Y,0.634
11/22/21,3Y,0.919
11/22/21,5Y,1.171
11/22/21,10Y,1.418
11/22/21,20Y,1.565
11/22/21,30Y,1.531
11/19/21,ON,0.05
11/19/21,1W,0.041
11/19/21,2W,0.041
11/19/21,3W,0.041
11/19/21,1M,0.045
11/19/21,2M,0.05
11/19/21,3M,0.054
11/19/21,4M,0.058
11/19/21,5M,0.065
11/19/21,6M,0.075
11/19/21,9M,0.128
11/19/21,1Y,0.201
11/19/21,18M,0.375
11/19/21,2Y,0.559
11/19/21,3Y,0.821
11/19/21,5Y,1.06
11/19/21,10Y,1.315
11/19/21,20Y,1.47
11/19/21,30Y,1.441
11/18/21,ON,0.05
11/18/21,1W,0.042
11/18/21,2W,0.042
11/18/21,3W,0.042
11/18/21,1M,0.045
11/18/21,2M,0.05
11/18/21,3M,0.053
11/18/21,4M,0.054
11/18/21,5M,0.06
11/18/21,6M,0.068
11/18/21,9M,0.116
11/18/21,1Y,0.186
11/18/21,18M,0.362
11/18/21,2Y,0.549
11/18/21,3Y,0.815
11/18/21,5Y,1.077
11/18/21,10Y,1.367
11/18/21,20Y,1.528
11/18/21,30Y,1.505
11/17/21,ON,0.05
11/17/21,1W,0.044
11/17/21,2W,0.044
11/17/21,3W,0.044
11/17/21,1M,0.045
11/17/21,2M,0.05
11/17/21,3M,0.054
11/17/21,4M,0.056
11/17/21,5M,0.064
11/17/21,6M,0.073
11/17/21,9M,0.122
11/17/21,1Y,0.193
11/17/21,18M,0.366
11/17/21,2Y,0.557
11/17/21,3Y,0.827
11/17/21,5Y,1.096
11/17/21,10Y,1.39
11/17/21,20Y,1.552
11/17/21,30Y,1.525
11/16/21,ON,0.05
11/16/21,1W,0.044
11/16/21,2W,0.044
11/16/21,3W,0.044
11/16/21,1M,0.044
11/16/21,2M,0.046
11/16/21,3M,0.049
11/16/21,4M,0.052
11/16/21,5M,0.062
11/16/21,6M,0.072
11/16/21,9M,0.127
11/16/21,1Y,0.2
11/16/21,18M,0.379
11/16/21,2Y,0.577
11/16/21,3Y,0.851
11/16/21,5Y,1.126
11/16/21,10Y,1.422
11/16/21,20Y,1.57
11/16/21,30Y,1.547
11/15/21,ON,0.05
11/15/21,1W,0.045
11/15/21,2W,0.045
11/15/21,3W,0.045
11/15/21,1M,0.045
11/15/21,2M,0.05
11/15/21,3M,0.053
11/15/21,4M,0.054
11/15/21,5M,0.063
11/15/21,6M,0.071
11/15/21,9M,0.125
11/15/21,1Y,0.197
11/15/21,18M,0.376
11/15/21,2Y,0.57
11/15/21,3Y,0.842
11/15/21,5Y,1.107
11/15/21,10Y,1.404
11/15/21,20Y,1.56
11/15/21,30Y,1.539
11/12/21,ON,0.05
11/12/21,1W,0.043
11/12/21,2W,0.043
11/12/21,3W,0.043
11/12/21,1M,0.043
11/12/21,2M,0.047
11/12/21,3M,0.049
11/12/21,4M,0.05
11/12/21,5M,0.058
11/12/21,6M,0.067
11/12/21,9M,0.121
11/12/21,1Y,0.193
11/12/21,18M,0.375
11/12/21,2Y,0.569
11/12/21,3Y,0.836
11/12/21,5Y,1.088
11/12/21,10Y,1.374
11/12/21,20Y,1.528
11/12/21,30Y,1.506
11/11/21,ON,0.05
11/11/21,1W,0.043
11/11/21,2W,0.043
11/11/21,3W,0.043
11/11/21,1M,0.043
11/11/21,2M,0.047
11/11/21,3M,0.05
11/11/21,4M,0.051
11/11/21,5M,0.057
11/11/21,6M,0.066
11/11/21,9M,0.116
11/11/21,1Y,0.182
11/11/21,18M,0.357
11/11/21,2Y,0.548
11/11/21,3Y,0.807
11/11/21,5Y,1.058
11/11/21,10Y,1.318
11/11/21,20Y,1.467
11/11/21,30Y,1.455
11/10/21,ON,0.05
11/10/21,1W,0.043
11/10/21,2W,0.043
11/10/21,3W,0.043
11/10/21,1M,0.043
